n,m,Distribution,OPT,Plurality,Plurality Distortion,Copeland,Copeland Distortion,STV,STV Distortion,Borda,Borda Distortion,STAR,STAR Distortion
1000,15,normal,Candidate 1,Candidate 4,1.037866361966544,Candidate 1,1.0,Candidate 1,1.037866361966544,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.0537945052184416
1000,15,normal,Candidate 3,Candidate 4,1.1186627525299435,Candidate 3,1.0,Candidate 3,1.0352643900263823,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.0346184716725244,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 3,1.4318016326217748,Candidate 1,1.0,Candidate 1,1.0018140241955045,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 0,1.112664847658023,Candidate 2,1.0,Candidate 2,1.112664847658023,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1746889400170735,Candidate 3,1.0,Candidate 3,1.1746889400170735,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 4,1.2620870785337819,Candidate 2,1.0,Candidate 2,1.0598432562406683,Candidate 3,1.0598432562406683,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 0,1.009855999194401,Candidate 4,1.0,Candidate 4,1.0010447610895756,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 3,1.21250167934829,Candidate 2,1.0,Candidate 2,1.21250167934829,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 1,1.0761336341800725,Candidate 3,1.0,Candidate 3,1.0075575612004755,Candidate 3,1.0,Candidate 0,1.0075575612004755
1000,15,normal,Candidate 3,Candidate 1,1.5625440789895475,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.0008859512610222
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 3,1.0270330185392789,Candidate 2,1.0,Candidate 2,1.0270330185392789,Candidate 1,1.0119077026367949,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 3,1.1529781924704354,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 3,1.5398324619103834,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0529475334670124
1000,15,normal,Candidate 0,Candidate 2,1.1847795120472795,Candidate 0,1.0,Candidate 0,1.0179299893923313,Candidate 1,1.0179299893923313,Candidate 1,1.0179299893923313
1000,15,normal,Candidate 2,Candidate 3,1.2502458014833338,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,False,False
1000,15,normal,Candidate 0,Candidate 1,1.0157770074513863,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0157770074513863,Candidate 1,1.0157770074513863
1000,15,normal,Candidate 1,Candidate 4,1.0599663398214565,Candidate 1,1.0,Candidate 1,1.0599663398214565,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 0,1.0882576063271736,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 3,1.0032898234378027,Candidate 1,1.0,Candidate 1,1.0032898234378027,Candidate 1,1.0,Candidate 3,1.0032898234378027
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 0,1.0072094499251307,Candidate 0,1.0072094499251307
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 2,1.010833740815767,Candidate 2,1.010833740815767
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 1,1.1369516922942893,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 2,1.0381673331094892
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 3,1.0014574927569708,Candidate 2,1.0,Candidate 2,1.0014574927569708,Candidate 0,1.0208196323089411,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 3,1.2230106146404096,Candidate 4,1.0,Candidate 4,1.04200004585158,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 4,1.0113805734495394,Candidate 1,1.0,Candidate 1,1.0113805734495394,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0207671014300053,Candidate 1,1.0,Candidate 1,1.0167297254826129,Candidate 2,1.0167297254826129,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 4,1.164677155417845,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 4,1.0704855390810928,Candidate 3,1.0,Candidate 3,1.0704855390810928,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 4,1.271271089949281,Candidate 2,1.0,Candidate 2,1.0091605423869163,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 1,1.0151523516817869,Candidate 1,1.0151523516817869
1000,15,normal,Candidate 4,Candidate 3,1.0921169287650034,Candidate 4,1.0,Candidate 4,1.0921169287650034,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 3,1.1904808390430808,Candidate 1,1.0,Candidate 1,1.046613504493568,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 1,1.0033864427710262
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 3,1.1375285166699471,Candidate 0,1.0,Candidate 0,1.1375285166699471,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 4,1.1590273417432508,Candidate 1,1.0,Candidate 1,1.122241883415466,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 0,1.074700202322878,Candidate 1,1.0,Candidate 1,1.074700202322878,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 4,1.2360343277885173,Candidate 0,1.0,Candidate 0,1.1608283979954916,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 4,1.3952015451375843,Candidate 2,1.0,Candidate 2,1.0479469235207055,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 0,1.0536342193538752,Candidate 2,1.0,Candidate 2,1.0536342193538752,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 3,1.6518833456852726,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.0368576137441958
1000,15,normal,Candidate 2,Candidate 4,1.4144451447851412,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 1,1.0339434556993303,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 4,1.0371904520666335
1000,15,normal,Candidate 4,Candidate 0,1.042383370542169,Candidate 4,1.0,Candidate 4,1.042383370542169,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 1,1.2731058578924386,Candidate 2,1.0,Candidate 2,1.2731058578924386,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 3,1.1377028181041842,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 0,1.1739463648141495,Candidate 2,1.0,Candidate 2,1.1739463648141495,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 3,1.0260082901424838,Candidate 0,1.0,Candidate 0,1.0260082901424838,Candidate 0,1.0,Candidate 4,1.1144739885838624
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 2,1.0025960914401095,Candidate 1,1.0,Candidate 1,1.0025960914401095,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 4,1.1017963323839493,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 3,1.1285287738881242,Candidate 4,1.0,Candidate 4,1.1285287738881242,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 4,1.0111884232182895,Candidate 1,1.0,Candidate 1,1.0111884232182895,Candidate 4,1.0111884232182895,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 2,1.2293440418042236,Candidate 0,1.0,Candidate 0,1.144770289141586,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0702151204504264,Candidate 1,1.0,Candidate 1,1.0702151204504264,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 0,1.4006173141933271,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 0,1.036106203656213,Candidate 0,1.036106203656213
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 1,1.1754677486877267,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 0,1.1556181364000584,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 2,1.628408260347113,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.4583572801374378,Candidate 0,1.0,Candidate 0,1.0832421809822208,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 3,1.282437195139145,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 4,1.0649886640611204,Candidate 3,1.0,Candidate 3,1.0649886640611204,Candidate 1,1.1296491025461781,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0256663746715056,Candidate 1,1.0,Candidate 1,1.0256663746715056,Candidate 3,1.0142785633838098,Candidate 3,1.0142785633838098
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.2656450463292932,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 4,1.261289252950498
1000,15,normal,Candidate 4,Candidate 0,1.3276067807180083,Candidate 4,1.0,Candidate 4,1.0429341536395098,Candidate 2,1.0429341536395098,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 1,1.2014076202185457,Candidate 0,1.0,Candidate 0,1.083114830194834,Candidate 0,1.0,Candidate 4,1.0091081308258802
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 0,1.1181372892730863,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0447417619453392,Candidate 1,1.0,Candidate 1,1.0447417619453392,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 2,1.0285021845985816,Candidate 3,1.0,Candidate 3,1.0285021845985816,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.1725025586949107,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 0,1.5807872148659856,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 1,1.137323943661971,Candidate 0,1.0,Candidate 0,1.0031090800119855,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 0,1.3208194489784586,Candidate 1,1.0,Candidate 1,1.0163717331986453,Candidate 1,1.0,Candidate 3,1.0163717331986453
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 4,1.0068410392309084
1000,15,normal,Candidate 3,Candidate 4,1.0729573960290462,Candidate 3,1.0,Candidate 3,1.0729573960290462,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0824602990937156,Candidate 1,1.0,Candidate 1,1.005991881563396,Candidate 1,1.0,Candidate 2,1.005991881563396
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 3,1.0522541380780723,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 0,1.2137957745598986,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 3,1.0588740868070485,Candidate 0,1.0,Candidate 0,1.0588740868070485,Candidate 0,1.0,Candidate 4,1.0051047648813012
1000,15,normal,Candidate 4,Candidate 2,1.0160160650438341,Candidate 4,1.0,Candidate 4,1.0160160650438341,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 1,1.0551258772453405,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 0,1.1252200579249236,Candidate 3,1.0,Candidate 3,1.0643988869328167,Candidate 2,1.0643988869328167,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 3,1.0100615629449696,Candidate 3,1.0100615629449696,Candidate 3,1.0100615629449696,Candidate 2,1.0,Candidate 3,1.0100615629449696
1000,15,normal,Candidate 1,Candidate 0,1.049063830859562,Candidate 1,1.0,Candidate 1,1.049063830859562,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 4,1.1721678988790842,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 0,1.134319103267349
1000,15,normal,Candidate 0,Candidate 2,1.0924808723946884,Candidate 0,1.0,Candidate 0,1.0558848532817384,Candidate 0,1.0,Candidate 1,1.022396153958901
1000,15,normal,Candidate 3,Candidate 1,1.109055869405028,Candidate 3,1.0,Candidate 3,1.109055869405028,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 0,1.039195302009269,Candidate 1,1.0,Candidate 1,1.039195302009269,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 1,1.0116692702941783,Candidate 0,1.0,Candidate 0,1.0116692702941783,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.0352049338301426,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 0,1.1490472847306898,Candidate 4,1.0,Candidate 4,1.1490472847306898,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 4,1.0418359688397731,Candidate 0,1.0,Candidate 0,1.0418359688397731,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 0,1.3584636928343174,Candidate 4,1.0,Candidate 4,1.211367907026847,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 0,1.0199697318677616,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 1,1.1258441024760355,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 4,1.0702519800200787,Candidate 1,1.0,Candidate 1,1.0702519800200787,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 2,1.0991410685689318,Candidate 3,1.0,Candidate 3,1.0991410685689318,Candidate 3,1.0,Candidate 4,1.0170937060222247
1000,15,normal,Candidate 1,Candidate 2,1.2153013029814819,Candidate 1,1.0,Candidate 1,1.0423545555344558,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 3,1.0182605234351674,Candidate 1,1.0,Candidate 1,1.0182605234351674,Candidate 1,1.0,Candidate 2,1.0063563538660572
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1386132776805022,Candidate 3,1.0,Candidate 3,1.044498682372084,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 3,1.076775603013955,Candidate 4,1.0,Candidate 4,1.0689923122488107,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 2,1.243667369945445,Candidate 3,1.0,Candidate 3,1.1234940887130032,Candidate 3,1.0,Candidate 4,1.0120972272505961
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 2,1.0339138247766653,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 4,1.3417571990162436,Candidate 2,1.0,Candidate 2,1.1786505031726642,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 2,1.006978340927533,Candidate 3,1.0,Candidate 3,1.006978340927533,Candidate 3,1.0,Candidate 2,1.006978340927533
1000,15,normal,Candidate 2,Candidate 3,1.226373820234632,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 1,1.0081354976746573,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 1,1.0081354976746573
1000,15,normal,Candidate 1,Candidate 3,1.0305760272115558,Candidate 1,1.0,Candidate 1,1.0305760272115558,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 1,1.0942405095030343,Candidate 3,1.178526653628205
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.0281581177164059,Candidate 4,1.0281581177164059
1000,15,normal,Candidate 0,Candidate 2,1.419455704963417,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 2,1.1212239400827584,Candidate 3,1.0,Candidate 3,1.1212239400827584,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 4,1.0809268610018277,Candidate 1,1.0,Candidate 1,1.0809268610018277,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 0,1.007957979987675,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 4,1.007033654080983,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 2,1.0864651003761046
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 0,1.0636432219844902,Candidate 3,1.0,Candidate 3,1.0636432219844902,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 3,1.1229874965941076,Candidate 1,1.0,Candidate 1,1.1229874965941076,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 4,1.121543960147903,Candidate 2,1.0,Candidate 2,1.0070494262310266,Candidate 1,1.0070494262310266,Candidate 1,1.0070494262310266
1000,15,normal,Candidate 0,Candidate 1,1.0494244924171314,Candidate 0,1.0,Candidate 0,1.0494244924171314,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.0105103928741461
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 1,1.0399212065401013,Candidate 3,1.0,Candidate 3,1.0399212065401013,Candidate 3,1.0,Candidate 0,1.0530575155665869
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,False,False
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 2,1.0016195800752772,Candidate 3,1.0302537558061948
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 4,1.053056503110209,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 2,1.2119056703702236,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 4,1.2707487870136847,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 4,1.0130708467045166,Candidate 2,1.0
